# operating on
# <a href=http://climexp.knmi.nl/select.cgi?field=era20c_t2m>climexp.knmi.nl/select.cgi?field=era20c_t2m</a>
# averaging anomalies over region lon=   -0.703  359.297, lat=  -89.622    0.000
# file :: ./data/iera20c_t2m_0-360E_-90-0N_n.dat
# description :: ERA-20C T2m 0-360E -90-0N
# minimal_valid_fraction ::  30.00
# olderfile :: ERA-20C/era20c_t2m.nc
# cdi :: Climate Data Interface version 1.6.5.1 (http://code.zmaw.de/projects/cdi)
# cdo :: Climate Data Operators version 1.6.5.1 (http://code.zmaw.de/projects/cdo)
# institution :: KNMI Climate Explorer
# ave_region :: lon=   -0.703  359.297, lat=  -89.622    0.000
# comment :: 
# history ::  2019-03-22 22:08:12 ./bin/plotdat anomal ./data/iera20c_t2m_0-360E_-90-0N_n.dat\n 2019-03-22 22:08:11 dat2nc ./data/iera20c_t2m_0-360E_-90-0N_n.dat i ERA-20C_T2m_0-360E_-90-0N ./data/iera20c_t2m_0-360E_-90-0N_n.nc n 2019-03-22 22:08:10 bin/get_index ERA-20C/era20c_t2m.nc 0 360 -90 0 dipole no minfac 30 nearest lsmask ERA-20C/lsmask64.nc all nomissing era20c_t2m_0-360E_-90-0N_n nMon Jun 01 13:03:47 2015: cdo settaxis,1900-01-01,0:00,1mon noot.nc era20c_t2m.nc nMon Jun 01 13:00:48 2015: cdo monmean era20c_t2m_daily.nc noot.nc nMon Jun 01 12:49:21 2015: cdo -r -R -b 32 -f nc4 -z zip copy t2m1900.nc t2m1901.nc t2m1902.nc t2m1903.nc t2m1904.nc t2m1905.nc t2m1906.nc t2m1907.nc t2m1908.nc t2m1909.nc t2m1910.nc t2m1911.nc t2m1912.nc t2m1913.nc t2m1914.nc t2m1915.nc t2m1916.nc t2m1917.nc t2m1918.nc t2m1919.nc t2m1920.nc t2m1921.nc t2m1922.nc t2m1923.nc t2m1924.nc t2m1925.nc t2m1926.nc t2m1927.nc t2m1928.nc t2m1929.nc t2m1930.nc t2m1931.nc t2m1932.nc t2m1933.nc t2m1934.nc t2m1935.nc t2m1936.nc t2m1937.nc t2m1938.nc t2m1939.nc t2m1940.nc t2m1941.nc t2m1942.nc t2m1943.nc t2m1944.nc t2m1945.nc t2m1946.nc t2m1947.nc t2m1948.nc t2m1949.nc t2m1950.nc t2m1951.nc t2m1952.nc t2m1953.nc t2m1954.nc t2m1955.nc t2m1956.nc t2m1957.nc t2m1958.nc t2m1959.nc t2m1960.nc t2m1961.nc t2m1962.nc t2m1963.nc t2m1964.nc t2m1965.nc t2m1966.nc t2m1967.nc t2m1968.nc t2m1969.nc t2m1970.nc t2m1971.nc t2m1972.nc t2m1973.nc t2m1974.nc t2m1975.nc t2m1976.nc t2m1977.nc t2m1978.nc t2m1979.nc t2m1980.nc t2m1981.nc t2m1982.nc t2m1983.nc t2m1984.nc t2m1985.nc t2m1986.nc t2m1987.nc t2m1988.nc nMon Jun 01 12:06:29 2015: cdo -r -R -b 32 -f nc4 -z zip -settaxis,1900-01-01,12:00,1day t2m1900.nc aap.nc nMon Jun 01 12:06:23 2015: cdo -r -R -b 32 -f nc4 -z zip shifttime,-6hour noot.nc t2m1900.nc nMon Jun 01 12:06:17 2015: cdo -r -R -b 32 -f nc4 -z zip setname,t2m aap.nc noot.nc nMon Jun 01 12:06:11 2015: cdo -r -R -b 32 -f nc4 -z zip daymean t2m1900.grib aap.nc n2015-05-08 11:41:49 GMT by grib_to_netcdf-1.13.1: grib_to_netcdf /data/data04/scratch/mars-atls18-a562cefde8a29a7288fa0b8b7f9413f7-fLutek.target -o /data/data04/scratch/mars-atls18-a562cefde8a29a7288fa0b8b7f9413f7-wrIc5u.nc -utime
# t2m [K] 2 metre temperature
 1921.9166 -0.289551    
 1922.0000 -0.416199    
 1922.0834 -0.240631    
 1922.1666 -0.376434    
 1922.2500 -0.263550    
 1922.3334 -0.650269    
 1922.4166 -0.383636    
 1922.5000 -0.475372    
 1922.5834 -0.437408    
 1922.6666 -0.760834    
 1922.7500 -0.504547    
 1922.8334 -0.246246    
 1922.9166 -0.343353    
 1923.0000 -0.292816    
 1923.0834 -0.176422    
 1923.1666 -0.245758    
 1923.2500 -0.371552    
 1923.3334 -0.375549    
 1923.4166 -0.652740    
 1923.5000 -0.586853    
 1923.5834 -0.558899    
 1923.6666 -0.633606    
 1923.7500 -0.469543    
 1923.8334 -0.253265    
 1923.9166 -0.147858    
 1924.0000 -0.135101    
 1924.0834 -0.179932    
 1924.1666 -0.226837    
 1924.2500 -0.346924    
 1924.3334 -0.467072    
 1924.4166 -0.420532    
 1924.5000 -0.432678    
 1924.5834 -0.277222    
 1924.6666 -0.670013    
 1924.7500 -0.602051    
 1924.8334 -0.333740    
 1924.9166 -0.441559    
 1925.0000 -0.438721    
 1925.0834 -0.384827    
 1925.1666 -0.362244    
 1925.2500 -0.516327    
 1925.3334 -0.462646    
 1925.4166 -0.362823    
 1925.5000 -0.518768    
 1925.5834 -0.399902    
 1925.6666 -0.174530    
 1925.7500 -0.273132    
 1925.8334 -0.124542    
 1925.9166 -0.944519E-01
 1926.0000 -0.145111    
 1926.0834 -0.328369E-01
 1926.1666  0.485229E-02
 1926.2500 -0.554504E-01
 1926.3334 -0.106873    
 1926.4166  0.456848E-01
 1926.5000 -0.172852    
 1926.5834 -0.149506    
 1926.6666 -0.265533    
 1926.7500 -0.144348    
 1926.8334 -0.209961    
 1926.9166 -0.212036    
 1927.0000 -0.237213    
 1927.0834 -0.136230    
 1927.1666 -0.327148    
 1927.2500 -0.442749    
 1927.3334 -0.525848    
 1927.4166 -0.675629    
 1927.5000 -0.552765    
 1927.5834 -0.995178E-01
 1927.6666 -0.526123    
 1927.7500 -0.434448    
 1927.8334 -0.278839    
 1927.9166 -0.328156    
 1928.0000 -0.221222    
 1928.0834 -0.139923    
 1928.1666 -0.284241    
 1928.2500 -0.466949    
 1928.3334 -0.526947    
 1928.4166 -0.323639    
 1928.5000 -0.167053    
 1928.5834 -0.320801    
 1928.6666 -0.293610    
 1928.7500 -0.911560E-01
 1928.8334 -0.145447    
 1928.9166 -0.237335    
 1929.0000 -0.187195    
 1929.0834 -0.177734    
 1929.1666 -0.488953    
 1929.2500 -0.521027    
 1929.3334 -0.497467    
 1929.4166 -0.627136    
 1929.5000 -0.530670    
 1929.5834 -0.597198    
 1929.6666 -0.818024    
 1929.7500 -0.509247    
 1929.8334 -0.365845    
 1929.9166 -0.268646    
 1930.0000 -0.791016E-01
 1930.0834 -0.116241    
 1930.1666 -0.386841    
 1930.2500 -0.360626    
 1930.3334 -0.376068    
 1930.4166 -0.429840    
 1930.5000 -0.263763    
 1930.5834 -0.212097    
 1930.6666 -0.329224    
 1930.7500 -0.130249    
 1930.8334 -0.156036    
 1930.9166 -0.813599E-01
 1931.0000  0.686035E-01
 1931.0834  0.121979    
 1931.1666 -0.170959    
 1931.2500 -0.147125    
 1931.3334 -0.178558    
 1931.4166 -0.245728    
 1931.5000  0.105530    
 1931.5834 -0.263306    
 1931.6666 -0.217010    
 1931.7500 -0.213135    
 1931.8334 -0.247040    
 1931.9166 -0.281555    
 1932.0000 -0.171417    
 1932.0834 -0.243225    
 1932.1666 -0.205231    
 1932.2500 -0.326935    
 1932.3334 -0.578552    
 1932.4166 -0.516937    
 1932.5000 -0.359650    
 1932.5834 -0.313599    
 1932.6666 -0.250214    
 1932.7500 -0.282349    
 1932.8334 -0.448059    
 1932.9166 -0.429260    
 1933.0000 -0.351410    
 1933.0834 -0.331238    
 1933.1666 -0.348846    
 1933.2500 -0.381653    
 1933.3334 -0.260773    
 1933.4166 -0.462524    
 1933.5000 -0.632965    
 1933.5834 -0.553009    
 1933.6666 -0.561707    
 1933.7500 -0.340454    
 1933.8334 -0.381866    
 1933.9166 -0.320343    
 1934.0000 -0.315704    
 1934.0834 -0.377747    
 1934.1666 -0.514740    
 1934.2500 -0.470734    
 1934.3334 -0.364563    
 1934.4166 -0.334534    
 1934.5000 -0.458954    
 1934.5834 -0.411011    
 1934.6666 -0.464111    
 1934.7500 -0.299347    
 1934.8334 -0.364960    
 1934.9166 -0.237335    
 1935.0000 -0.265808    
 1935.0834 -0.304749    
 1935.1666 -0.457245    
 1935.2500 -0.583740    
 1935.3334 -0.385376    
 1935.4166 -0.527740    
 1935.5000 -0.319153    
 1935.5834 -0.541595    
 1935.6666 -0.461029    
 1935.7500 -0.327942    
 1935.8334 -0.326752    
 1935.9166 -0.145660    
 1936.0000 -0.282715    
 1936.0834 -0.973206E-01
 1936.1666 -0.269836    
 1936.2500 -0.495850    
 1936.3334 -0.442474    
 1936.4166 -0.298431    
 1936.5000 -0.236450    
 1936.5834 -0.463104    
 1936.6666 -0.396027    
 1936.7500 -0.100952    
 1936.8334 -0.178436    
 1936.9166 -0.117340    
 1937.0000 -0.137695    
 1937.0834  0.287781E-01
 1937.1666 -0.241638    
 1937.2500 -0.241730    
 1937.3334 -0.251556    
 1937.4166 -0.116821    
 1937.5000 -0.298279    
 1937.5834 -0.213623    
 1937.6666 -0.212006    
 1937.7500 -0.224640    
 1937.8334 -0.252960    
 1937.9166 -0.271851    
 1938.0000 -0.530090E-01
 1938.0834 -0.310364E-01
 1938.1666 -0.269958    
 1938.2500 -0.197937    
 1938.3334 -0.254852    
 1938.4166 -0.526917    
 1938.5000 -0.514069    
 1938.5834 -0.418304    
 1938.6666 -0.246124    
 1938.7500 -0.321533    
 1938.8334 -0.342041    
 1938.9166 -0.178650    
 1939.0000 -0.102417    
 1939.0834 -0.193848    
 1939.1666 -0.204346    
 1939.2500 -0.368530    
 1939.3334 -0.475372    
 1939.4166 -0.421631    
 1939.5000 -0.301453    
 1939.5834  0.147980    
 1939.6666 -0.136932    
 1939.7500 -0.156738    
 1939.8334 -0.244446    
 1939.9166 -0.117340    
 1940.0000 -0.339050E-01
 1940.0834 -0.402222E-01
 1940.1666  0.566406E-01
 1940.2500  0.169647    
 1940.3334  0.175140    
 1940.4166 -0.100525    
 1940.5000  0.213745    
 1940.5834  0.245972E-01
 1940.6666 -0.116608    
 1940.7500  0.189667    
 1940.8334  0.252380E-01
 1940.9166  0.112366    
 1941.0000  0.121094    
 1941.0834  0.258179    
 1941.1666  0.123047    
 1941.2500 -0.435486E-01
 1941.3334 -0.183563    
 1941.4166 -0.242523    
 1941.5000 -0.197052    
 1941.5834 -0.193817    
 1941.6666 -0.150146E-01
 1941.7500  0.349457    
 1941.8334  0.847473E-01
 1941.9166  0.130646    
 1942.0000 -0.335083E-01
 1942.0834 -0.124023    
 1942.1666  0.600586E-01
 1942.2500 -0.279633    
 1942.3334 -0.666504E-01
 1942.4166  0.906372E-02
 1942.5000 -0.343475    
 1942.5834 -0.574219    
 1942.6666 -0.510254E-01
 1942.7500 -0.175232    
 1942.8334 -0.200867    
 1942.9166 -0.607605E-01
 1943.0000 -0.392151E-01
 1943.0834 -0.162933    
 1943.1666 -0.461731    
 1943.2500 -0.584351    
 1943.3334 -0.339966    
 1943.4166 -0.248840    
 1943.5000 -0.337250    
 1943.5834 -0.531219    
 1943.6666 -0.315033    
 1943.7500 -0.877380E-01
 1943.8334  0.128540    
 1943.9166  0.147858    
 1944.0000  0.601807E-01
 1944.0834 -0.182190E-01
 1944.1666  0.664673E-01
 1944.2500  0.866699E-02
 1944.3334 -0.234985E-02
 1944.4166 -0.787354E-01
 1944.5000  0.266327    
 1944.5834 -0.828247E-01
 1944.6666 -0.176514    
 1944.7500  0.163452    
 1944.8334  0.181580E-01
 1944.9166  0.343628E-01
 1945.0000 -0.361023E-01
 1945.0834  0.236511E-01
 1945.1666 -0.186554    
 1945.2500  0.787354E-02
 1945.3334 -0.612488E-01
 1945.4166 -0.239258E-01
 1945.5000 -0.142517E-01
 1945.5834  0.466919E-01
 1945.6666  0.135193    
 1945.7500 -0.131439    
 1945.8334  0.139557    
 1945.9166  0.775146E-02
 1946.0000  0.101807    
 1946.0834  0.131073    
 1946.1666  0.505676E-01
 1946.2500  0.163574E-01
 1946.3334 -0.936890E-02
 1946.4166  0.301819E-01
 1946.5000  0.139343    
 1946.5834  0.922852E-01
 1946.6666 -0.890198E-01
 1946.7500  0.219543    
 1946.8334  0.104034    
 1946.9166 -0.503540E-02
 1947.0000  0.109100    
 1947.0834 -0.200928    
 1947.1666 -0.292358E-01
 1947.2500  0.374756E-01
 1947.3334  0.101044    
 1947.4166  0.256561    
 1947.5000  0.132446    
 1947.5834  0.140198    
 1947.6666 -0.851135E-01
 1947.7500 -0.374451E-01
 1947.8334 -0.211487E-01
 1947.9166 -0.915527E-02
 1948.0000  0.621948E-01
 1948.0834 -0.109833    
 1948.1666 -0.165558    
 1948.2500 -0.110931    
 1948.3334  0.161224    
 1948.4166  0.135376    
 1948.5000  0.735474E-01
 1948.5834  0.259888    
 1948.6666 -0.951233E-01
 1948.7500  0.339661E-01
 1948.8334  0.141144    
 1948.9166  0.102356    
 1949.0000  0.885925E-01
 1949.0834 -0.862427E-01
